manudur,rikisfang,flokkur,fjoldi
2001-07,Landsbyggðin,50-59 ára,80
2001-08,Landsbyggðin,50-59 ára,83
2001-09,Landsbyggðin,50-59 ára,103
2001-10,Landsbyggðin,50-59 ára,111
2001-11,Landsbyggðin,50-59 ára,140
2001-12,Landsbyggðin,50-59 ára,170
2002-01,Landsbyggðin,50-59 ára,173
2002-02,Landsbyggðin,50-59 ára,169
2002-03,Landsbyggðin,50-59 ára,163
2002-04,Landsbyggðin,50-59 ára,175
2002-05,Landsbyggðin,50-59 ára,147
2002-06,Landsbyggðin,50-59 ára,129
2002-07,Landsbyggðin,50-59 ára,125
2002-08,Landsbyggðin,50-59 ára,113
2002-09,Landsbyggðin,50-59 ára,115
2002-10,Landsbyggðin,50-59 ára,143
2002-11,Landsbyggðin,50-59 ára,187
2002-12,Landsbyggðin,50-59 ára,233
2003-01,Landsbyggðin,50-59 ára,235
2003-02,Landsbyggðin,50-59 ára,232
2003-03,Landsbyggðin,50-59 ára,235
2003-04,Landsbyggðin,50-59 ára,209
2003-05,Landsbyggðin,50-59 ára,179
2003-06,Landsbyggðin,50-59 ára,157
2003-07,Landsbyggðin,50-59 ára,140
2003-08,Landsbyggðin,50-59 ára,148
2003-09,Landsbyggðin,50-59 ára,162
2003-10,Landsbyggðin,50-59 ára,192
2003-11,Landsbyggðin,50-59 ára,216
2003-12,Landsbyggðin,50-59 ára,237
2004-01,Landsbyggðin,50-59 ára,244
2004-02,Landsbyggðin,50-59 ára,241
2004-03,Landsbyggðin,50-59 ára,234
2004-04,Landsbyggðin,50-59 ára,211
2004-05,Landsbyggðin,50-59 ára,189
2004-06,Landsbyggðin,50-59 ára,162
2004-07,Landsbyggðin,50-59 ára,155
2004-08,Landsbyggðin,50-59 ára,153
2004-09,Landsbyggðin,50-59 ára,153
2004-10,Landsbyggðin,50-59 ára,188
2004-11,Landsbyggðin,50-59 ára,200
2004-12,Landsbyggðin,50-59 ára,240
2005-01,Landsbyggðin,50-59 ára,231
2005-02,Landsbyggðin,50-59 ára,195
2005-03,Landsbyggðin,50-59 ára,184
2005-04,Landsbyggðin,50-59 ára,175
2005-05,Landsbyggðin,50-59 ára,124
2005-06,Landsbyggðin,50-59 ára,112
2005-07,Landsbyggðin,50-59 ára,123
2005-08,Landsbyggðin,50-59 ára,109
2005-09,Landsbyggðin,50-59 ára,115
2005-10,Landsbyggðin,50-59 ára,136
2005-11,Landsbyggðin,50-59 ára,171
2005-12,Landsbyggðin,50-59 ára,177
2006-01,Landsbyggðin,50-59 ára,183
2006-02,Landsbyggðin,50-59 ára,176
2006-03,Landsbyggðin,50-59 ára,149
2006-04,Landsbyggðin,50-59 ára,135
2006-05,Landsbyggðin,50-59 ára,122
2006-06,Landsbyggðin,50-59 ára,101
2006-07,Landsbyggðin,50-59 ára,120
2006-08,Landsbyggðin,50-59 ára,108
2006-09,Landsbyggðin,50-59 ára,100
2006-10,Landsbyggðin,50-59 ára,107
2006-11,Landsbyggðin,50-59 ára,142
2006-12,Landsbyggðin,50-59 ára,157
2007-01,Landsbyggðin,50-59 ára,166
2007-02,Landsbyggðin,50-59 ára,157
2007-03,Landsbyggðin,50-59 ára,149
2007-04,Landsbyggðin,50-59 ára,150
2007-05,Landsbyggðin,50-59 ára,117
2007-06,Landsbyggðin,50-59 ára,87
2007-07,Landsbyggðin,50-59 ára,102
2007-08,Landsbyggðin,50-59 ára,82
2007-09,Landsbyggðin,50-59 ára,107
2007-10,Landsbyggðin,50-59 ára,100
2007-11,Landsbyggðin,50-59 ára,119
2007-12,Landsbyggðin,50-59 ára,133
2008-01,Landsbyggðin,50-59 ára,150
2008-02,Landsbyggðin,50-59 ára,158
2008-03,Landsbyggðin,50-59 ára,150
